"","opa_number","street_address","zip_code","principal_due","penalty_due","interest_due","other_charges_due","total_due","is_actionable","payment_agreement","num_years_owed","most_recent_year_owed","oldest_year_owed","year_of_last_assessment","taxable_assessment","mailing_city","mailing_state","general_building_description","building_category","exempt_abatement_assessment","homestead_value","net_tax_value_after_homestead","sheriff_sale","liens_sold_1990s","liens_sold_2015","assessment_under_appeal","year_month","full_address","latitude","longitude","delinquent"
"13445",462131800,"629 S 51ST ST",19143,11920.92,812.17,2967.94,3384.8,19085.83,TRUE,FALSE,6,2021,2016,2022,138600,NA,NA,"house","residential",0,0,1940.12,"N",FALSE,"N",FALSE,202206,"629 S 51st St, Philadelphia, PA, USA",39.94920884,-75.22502414,1
"13446",222114102,"207 E GORGAS LN",19119,4144.55,268.98,400.36,482.71,5296.6,TRUE,FALSE,2,2021,2020,2022,131371,NA,NA,"house","residential",790529,0,1838.93,"N",FALSE,"N",FALSE,202206,"207 E Gorgas Ln, Philadelphia, PA, USA",40.05821185,-75.184504,1
"13447",491089100,"1327 W ROOSEVELT BLVD",19140,634.46,41.17,61.29,274.88,1011.8,TRUE,FALSE,2,2021,2020,2022,65100,NA,NA,"house","residential",0,629.91,281.36,"N",FALSE,"N",FALSE,202206,"1327 W Roosevelt Blvd, Philadelphia, PA, USA",40.01953011,-75.14767709,1
"13448",491102100,"1313 W LOUDON ST",19141,2907.36,189.68,307.03,844.72,4248.79,TRUE,FALSE,3,2021,2019,2022,86000,NA,NA,"house","residential",0,629.91,573.92,"N",FALSE,"N",FALSE,202206,"1313 W Loudon St, Philadelphia, PA, USA",40.02595792,-75.14556387,1
"13449",491112600,"900 W ROCKLAND ST",19141,1493.87,112.75,107.79,366.87,2081.28,TRUE,FALSE,2,2021,2020,2022,103700,"PHILADELPHIA","PA","house","residential",0,0,1451.59,"N",FALSE,"N",FALSE,202206,"900 W Rockland St, Philadelphia, PA, USA",40.0264913,-75.13878528,1
"13450",491203700,"4811 N 7TH ST",19120,0,22.71,24.48,105.32,152.51,TRUE,FALSE,1,2020,2020,2022,79700,NA,NA,"house","residential",0,629.91,485.73,"N",FALSE,"N",FALSE,202206,"4811 N 7th St, Philadelphia, PA, USA",40.02494381,-75.13666467,1
"13451",491219600,"5014 N 7TH ST",19120,3290.68,218.93,460.51,1038.35,5008.47,TRUE,FALSE,3,2021,2019,2022,71000,NA,NA,"house","residential",0,0,993.86,"N",FALSE,"N",FALSE,202206,"5014 N 7th St, Philadelphia, PA, USA",40.02800991,-75.13615477,1
"13452",372135400,"2745 N 9TH ST",19133,346.25,128.24,161.62,728.99,1365.1,TRUE,FALSE,6,2021,2015,2022,20800,"PHILADELPHIA","PA","house","residential",0,0,291.16,"N",FALSE,"N",FALSE,202206,"2745 N 9th St, Philadelphia, PA, USA",39.99394268,-75.14578126,1
"13453",372143000,"3025 N 9TH ST",19133,201.73,22.09,91.99,272.67,588.48,TRUE,FALSE,3,2019,2017,2022,36000,NA,NA,"house","residential",0,503.93,0,"N",FALSE,"N",FALSE,202206,"3025 N 9th St, Philadelphia, PA, USA",39.99780797,-75.14493603,1
"13454",372144200,"3049 N 9TH ST",19133,0,31.47,41.48,309.26,382.21,TRUE,FALSE,3,2021,2019,2022,36000,NA,NA,"house","residential",0,0,503.93,"N",FALSE,"N",FALSE,202206,"3049 N 9th St, Philadelphia, PA, USA",39.99814619,-75.14486065,1
"13455",364439500,"1439 S NAPA ST",19146,1723.56,170.32,265.46,420.37,2579.71,TRUE,FALSE,3,2021,2019,2022,55300,"PHILADELPHIA","PA","house","residential",0,0,774.09,"N",FALSE,"N",FALSE,202206,"1439 S Napa St, Philadelphia, PA, USA",39.93604466,-75.19599774,1
"13456",364443600,"1424 S NAPA ST",19146,5868.85,397.92,1347.37,1940.53,9554.67,TRUE,FALSE,6,2021,2016,2022,80100,"PHILADELPHIA","PA","house","residential",0,0,1121.24,"N",FALSE,"N",FALSE,202206,"1424 S Napa St, Philadelphia, PA, USA",39.93622103,-75.19611074,1
"13457",364446400,"1534 S NAPA ST",19146,542.67,35.22,52.42,329.28,959.59,TRUE,FALSE,2,2021,2020,2022,80000,"PHILADELPHIA","PA","house","residential",0,629.91,489.93,"N",FALSE,"N",FALSE,202206,"1534 S Napa St, Philadelphia, PA, USA",39.93489374,-75.1964024,1
"13458",364448400,"1425 S PATTON ST",19146,0,198.03,352.53,638.66,1189.22,TRUE,FALSE,5,2021,2017,2022,90000,"NEW YORK","NY","house","residential",0,0,1259.82,"N",FALSE,"N",FALSE,202206,"1425 S Patton St, Philadelphia, PA, USA",39.93626238,-75.19647674,1
"13459",463006800,"5638 LARCHWOOD AVE",19143,901.97,148.1,290.51,489.45,1830.03,TRUE,FALSE,4,2021,2018,2022,82800,NA,NA,"house","residential",0,629.91,529.12,"N",FALSE,"N",FALSE,202206,"5638 Larchwood Ave, Philadelphia, PA, USA",39.95298499,-75.23488281,1
"13460",463026500,"5631 RODMAN ST",19143,1280.79,85.89,242.82,721.35,2330.85,TRUE,FALSE,4,2021,2018,2022,68400,NA,NA,"house","residential",0,629.91,327.55,"N",FALSE,"N",FALSE,202206,"5631 Rodman St, Philadelphia, PA, USA",39.95214338,-75.23536596,1
"13461",323117500,"2926 DIAMOND ST",19121,365.84,25.61,279.86,144.44,815.75,TRUE,FALSE,1,2013,2013,2022,17800,"PHILADELPHIA","PA","house","residential",0,0,249.16,"N",FALSE,"N",FALSE,202206,"2926 Diamond St, Philadelphia, PA, USA",39.9878274,-75.18111796,1
"13462",323121301,"3142 DIAMOND ST",19121,1264.95,77.6,85.86,472.93,1901.34,TRUE,FALSE,2,2021,2020,2022,68000,"PHILADELPHIA","PA","house","residential",0,0,951.86,"N",FALSE,"N",FALSE,202206,"3142 Diamond St, Philadelphia, PA, USA",39.98826753,-75.18449708,1
"13463",323137130,"2960 EDGLEY ST",19121,1568.14,103.9,321.7,501.15,2494.89,TRUE,FALSE,4,2021,2017,2022,36500,NA,NA,"house","residential",0,0,510.93,"N",FALSE,"N",FALSE,202206,"2960 Edgley St, Philadelphia, PA, USA",39.98828952,-75.18148912,1
"13464",323145100,"3128 WESTMONT ST",19121,614.74,58.64,579.68,381.17,1668.19,TRUE,FALSE,3,2014,2011,2022,31800,NA,NA,"house","residential",0,0,445.14,"N",FALSE,"N",FALSE,202206,"3128 Westmont St, Philadelphia, PA, USA",39.98882291,-75.18417246,1
"13465",323147200,"2925 WESTMONT ST",19121,0,0,0,72.24,72.24,TRUE,FALSE,1,2016,2016,2022,9400,"PHILA","PA","house","residential",0,0,131.58,"N",FALSE,"N",FALSE,202206,"2925 Westmont St, Philadelphia, PA, USA",39.98868131,-75.1808543,1
"13466",491227300,"4843 N FRANKLIN ST",19120,549.05,32.95,29.73,218.07,829.8,TRUE,FALSE,2,2021,2020,2022,34100,NA,NA,"house","residential",0,0,477.33,"N",FALSE,"N",FALSE,202206,"4843 N Franklin St, Philadelphia, PA, USA",40.02548463,-75.13720824,1
"13467",491229100,"4929 N FRANKLIN ST",19120,2349.86,151.77,248.96,455.84,3206.43,TRUE,FALSE,3,2021,2019,2022,79000,"TURNERSVILLE","NJ","house","residential",0,0,1105.84,"N",FALSE,"N",FALSE,202206,"4929 N Franklin St, Philadelphia, PA, USA",40.02677871,-75.13692242,1
"13468",491233400,"5051 N FRANKLIN ST",19120,1074.26,135.38,300,481.38,1991.02,TRUE,FALSE,4,2021,2017,2022,81600,NA,NA,"house","residential",0,629.91,512.33,"N",FALSE,"N",FALSE,202206,"5051 N Franklin St, Philadelphia, PA, USA",40.02858567,-75.13652031,1
"13469",491233500,"5053 N FRANKLIN ST",19120,2428.36,173.04,479.13,986.13,4066.66,TRUE,FALSE,4,2021,2018,2022,37000,"PHILA","PA","house","residential",0,0,517.93,"N",FALSE,"N",FALSE,202206,"5053 N Franklin St, Philadelphia, PA, USA",40.02861422,-75.13651402,1
"13470",491242100,"4952 N FRANKLIN ST",19120,2357.94,153.03,227.78,533.5,3272.25,TRUE,FALSE,2,2021,2020,2022,74700,"PHILADELPHIA","PA","house","residential",0,0,1045.65,"N",FALSE,"N",FALSE,202206,"4952 N Franklin St, Philadelphia, PA, USA",40.02713412,-75.13699456,1
"13471",243029200,"3849 OLIVE ST",19104,2585.52,176.12,627.65,1399.63,4788.92,TRUE,FALSE,5,2021,2017,2022,30300,NA,NA,"house","residential",0,0,424.14,"N",FALSE,"N",FALSE,202206,"3849 Olive St, Philadelphia, PA, USA",39.96618902,-75.19904685,1
"13472",243034600,"3718 ASPEN ST",19104,1739.26,112.88,168.01,579.45,2599.6,TRUE,FALSE,2,2021,2020,2022,55100,"PHILADELPHIA","PA","house","residential",0,0,771.29,"N",FALSE,"N",FALSE,202206,"3718 Aspen St, Philadelphia, PA, USA",39.96682407,-75.19743533,1
"13473",252550400,"2929 RUTH ST",19134,1944.02,131,359.04,869.78,3303.84,TRUE,FALSE,4,2021,2018,2022,31600,NA,NA,"house","residential",0,0,442.34,"N",FALSE,"N",FALSE,202206,"2929 Ruth St, Philadelphia, PA, USA",39.99262243,-75.11919182,1
"13474",884462545,"2712R-14 RUTH ST",19134,2616.32,183.14,625.08,1032.41,4456.95,TRUE,FALSE,4,2020,2017,2022,53600,"PHILADELPHIA","PA","house","residential",0,0,750.29,"N",FALSE,"N",FALSE,202206,"2712r-14 Ruth St, Philadelphia, PA, USA",39.99009534,-75.12365157,1
"13475",252561000,"2944 RUTH ST",19134,1956.77,332.66,361.41,1644.38,4295.22,TRUE,FALSE,12,2021,2010,2022,31800,NA,NA,"house","residential",0,0,445.14,"N",FALSE,"N",FALSE,202206,"2944 Ruth St, Philadelphia, PA, USA",39.99295004,-75.11884954,1
"13476",463029300,"5733 RODMAN ST",19143,1260.45,75.63,66.17,376.78,1779.03,TRUE,FALSE,2,2021,2019,2022,78300,"PHILADELPHIA","PA","house","residential",0,0,1096.04,"N",FALSE,"N",FALSE,202206,"5733 Rodman St, Philadelphia, PA, USA",39.95239104,-75.23739155,1
"13477",463043900,"5731 CEDAR AVE",19143,3796.99,258.41,916.09,1469.7,6441.19,TRUE,FALSE,6,2021,2016,2022,90800,NA,NA,"house","residential",0,629.91,641.11,"N",FALSE,"N",FALSE,202206,"5731 Cedar Ave, Philadelphia, PA, USA",39.95183129,-75.23747011,1
"13478",323158600,"2925 FRENCH ST",19121,482.93,28.98,25.35,373.99,911.25,TRUE,FALSE,3,2021,2016,2022,30000,"PHILADELPHIA","PA","house","residential",0,0,419.94,"N",FALSE,"N",FALSE,202206,"2925 French St, Philadelphia, PA, USA",39.98904795,-75.18077165,1
"13479",323162100,"2716 W SUSQUEHANNA AVE",19121,679.58,39.7,130.48,654.03,1503.79,TRUE,FALSE,6,2020,2014,2022,33500,NA,NA,"house","residential",0,0,468.93,"N",FALSE,"N",FALSE,202206,"2716 W Susquehanna Ave, Philadelphia, PA, USA",39.98895747,-75.17740396,1
"13480",323163400,"2810 W SUSQUEHANNA AVE",19121,87.63,5.69,8.47,10.18,111.97,TRUE,FALSE,2,2021,2020,2022,53300,NA,NA,"house","residential",0,629.91,116.18,"N",FALSE,"N",FALSE,202206,"2810 W Susquehanna Ave, Philadelphia, PA, USA",39.98917683,-75.17907778,1
"13481",323171100,"1816 N 27TH ST",19121,368.63,22.13,19.35,235.47,645.58,TRUE,FALSE,2,2021,2016,2022,22900,"PHILA","PA","house","residential",0,0,320.55,"N",FALSE,"N",FALSE,202206,"1816 N 27th St, Philadelphia, PA, USA",39.98320664,-75.17854721,1
"13482",491242300,"4956 N FRANKLIN ST",19120,824.06,57.68,146.35,400.88,1428.97,TRUE,FALSE,2,2020,2019,2022,32500,NA,NA,"house","residential",0,454.94,0,"N",FALSE,"N",FALSE,202206,"4956 N Franklin St, Philadelphia, PA, USA",40.02719012,-75.136982,1
"13483",491244400,"5036 N FRANKLIN ST",19120,2446.34,158.76,236.32,364.36,3205.78,TRUE,FALSE,2,2021,2020,2022,77500,NA,NA,"house","residential",0,0,1084.85,"N",FALSE,"N",FALSE,202206,"5036 N Franklin St, Philadelphia, PA, USA",40.02840486,-75.13671189,1
"13484",491254600,"4929 N 8TH ST",19120,-0.66,11.64,9.99,4.57,25.54,TRUE,FALSE,2,2021,2020,2022,72300,"DOUGLASVILLE","GA","house","residential",0,0,1012.06,"N",FALSE,"N",FALSE,202206,"4929 N 8th St, Philadelphia, PA, USA",40.02685624,-75.13757311,1
"13485",252568000,"3096 RUTH ST",19134,0,146.34,170.18,356.13,672.65,TRUE,FALSE,6,2020,2011,2022,29500,NA,NA,"house","residential",0,0,412.94,"N",FALSE,"N",FALSE,202206,"3096 Ruth St, Philadelphia, PA, USA",39.99474097,-75.11558485,1
"13486",261006700,"1611 CANTRELL ST",19145,5756.11,425.6,746.88,852.48,7781.07,TRUE,FALSE,4,2021,2018,2022,176100,"PHILA","PA","house","residential",0,0,2465.05,"N",FALSE,"N",FALSE,202206,"1611 Cantrell St, Philadelphia, PA, USA",39.92438677,-75.17340714,1
"13487",463068600,"5620 PEMBERTON ST",19143,658.47,149,373.12,476.89,1657.48,TRUE,FALSE,4,2021,2018,2022,78300,NA,NA,"house","residential",0,629.91,466.13,"N",FALSE,"N",FALSE,202206,"5620 Pemberton St, Philadelphia, PA, USA",39.95090023,-75.23543215,1
"13488",463091500,"5427 CATHARINE ST",19143,1276.89,89.29,243.31,462.74,2072.23,TRUE,FALSE,3,2021,2019,2022,40900,"PHILADELPHIA","PA","house","residential",0,0,572.52,"N",FALSE,"N",FALSE,202206,"5427 Catharine St, Philadelphia, PA, USA",39.94964175,-75.23211929,1
"13489",463096900,"5639 CATHARINE ST",19143,72.96,5.83,24.52,10.32,113.63,TRUE,FALSE,1,2018,2018,2022,85100,NA,NA,"house","residential",0,629.91,561.32,"N",FALSE,"N",FALSE,202206,"5639 Catharine St, Philadelphia, PA, USA",39.95015145,-75.23633959,1
"13490",463099400,"5739 CATHARINE ST",19143,0,8.63,0,127.27,135.9,TRUE,FALSE,2,2021,2020,2022,79100,"LANSDOWNE","PA","house","residential",0,0,1107.24,"N",FALSE,"N",FALSE,202206,"5739 Catharine St, Philadelphia, PA, USA",39.95039839,-75.23828116,1
"13491",323204300,"2111 N 28TH ST",19121,1348.4,195.58,800.12,807.1,3151.2,TRUE,FALSE,8,2021,2011,2022,83400,NA,NA,"house","residential",0,629.91,537.52,"N",FALSE,"N",FALSE,202206,"2111 N 28th St, Philadelphia, PA, USA",39.98780797,-75.17884963,1
"13492",323204600,"2117 N 28TH ST",19121,1097.85,74.65,103.89,328.82,1605.21,TRUE,FALSE,2,2021,2020,2022,39100,NA,NA,"house","residential",0,0,547.32,"N",FALSE,"N",FALSE,202206,"2117 N 28th St, Philadelphia, PA, USA",39.98789693,-75.17882969,1
"13493",323208200,"1824 N 28TH ST",19121,0,0,0,18.81,18.81,TRUE,FALSE,1,2020,2020,2022,30300,"CAMDEN","NJ","house","residential",0,0,424.14,"N",FALSE,"N",FALSE,202206,"1824 N 28th St, Philadelphia, PA, USA",39.98350804,-75.17993839,1
"13494",323213500,"1811 N NEWKIRK ST",19121,1292.1,113.66,211.53,727.36,2344.65,TRUE,FALSE,5,2021,2014,2022,39100,NA,NA,"house","residential",0,0,547.32,"N",FALSE,"N",FALSE,202206,"1811 N Newkirk St, Philadelphia, PA, USA",39.98332353,-75.18042131,1
"13495",323218400,"2139 N NEWKIRK ST",19121,2424.91,164.83,621.94,1243.35,4455.03,TRUE,FALSE,7,2021,2015,2022,30600,NA,NA,"house","residential",0,0,428.34,"N",FALSE,"N",FALSE,202206,"2139 N Newkirk St, Philadelphia, PA, USA",39.98829563,-75.17933059,1
"13496",365183800,"1650 S CHADWICK ST",19145,5959.05,397.72,899.45,1660.41,8916.63,TRUE,FALSE,4,2021,2018,2022,120600,"PHILADELPHIA","PA","house","residential",0,0,1688.16,"N",FALSE,"N",FALSE,202206,"1650 S Chadwick St, Philadelphia, PA, USA",39.93042097,-75.17284664,1
"13497",261071900,"1522 FORRESTAL ST",19145,8390.11,544.52,810.5,1969.94,11715.07,TRUE,FALSE,2,2021,2020,2022,310800,NA,NA,"house","residential",0,629.91,3720.67,"N",FALSE,"N",FALSE,202206,"1522 Forrestal St, Philadelphia, PA, USA",39.91012676,-75.17524765,1
"13498",463113600,"5443 WEBSTER ST",19143,2484.53,161.71,260.76,513.68,3420.68,TRUE,FALSE,4,2021,2018,2022,75800,NA,NA,"house","residential",0,0,1061.05,"N",FALSE,"N",FALSE,202206,"5443 Webster St, Philadelphia, PA, USA",39.94907752,-75.23198407,1
"13499",403262400,"7108 UPLAND ST",19142,817.94,54.43,114.67,350.03,1337.07,TRUE,FALSE,3,2021,2019,2022,17600,NA,NA,"house","residential",0,0,246.36,"N",FALSE,"N",FALSE,202206,"7108 Upland St, Philadelphia, PA, USA",39.92062105,-75.24480562,1
"13500",511044700,"1103 S 53RD ST",19143,3629.76,374.34,2552.07,1125.41,7681.58,TRUE,FALSE,10,2021,2011,2022,65600,"PHILADELPHIA","PA","house","residential",0,0,918.27,"N",FALSE,"N",FALSE,202206,"1103 S 53rd St, Philadelphia, PA, USA",39.94386228,-75.22526451,1
"13501",323176100,"1811 N ETTING ST",19121,63.79,25.92,47.01,132.52,269.24,TRUE,FALSE,1,2019,2019,2022,23700,"PHILADELPHIA","PA","house","residential",0,0,331.75,"N",FALSE,"N",FALSE,202206,"1811 N Etting St, Philadelphia, PA, USA",39.98317428,-75.17894372,1
"13502",323178900,"1867 N ETTING ST",19121,1294.97,153.63,338.17,494.95,2281.72,TRUE,FALSE,5,2021,2017,2022,39500,NA,NA,"house","residential",0,0,552.92,"N",FALSE,"N",FALSE,202206,"1867 N Etting St, Philadelphia, PA, USA",39.98395822,-75.17877743,1
"13503",323180500,"2007 N ETTING ST",19121,1518.67,101.12,214.98,400.9,2235.67,TRUE,FALSE,3,2021,2019,2022,32200,NA,NA,"house","residential",0,0,450.74,"N",FALSE,"N",FALSE,202206,"2007 N Etting St, Philadelphia, PA, USA",39.98704562,-75.17809113,1
"13504",323183000,"1834 N ETTING ST",19121,1291.15,86.71,221.81,483.73,2083.4,TRUE,FALSE,4,2021,2018,2022,22800,"PHILADELPHIA","PA","house","residential",0,0,319.15,"N",FALSE,"N",FALSE,202206,"1834 N Etting St, Philadelphia, PA, USA",39.98352864,-75.17902007,1
"13505",323183900,"1852 N ETTING ST",19121,936.89,65.59,248.98,441.08,1692.54,TRUE,FALSE,2,2019,2018,2022,37900,NA,NA,"house","residential",0,530.52,0,"N",FALSE,"N",FALSE,202206,"1852 N Etting St, Philadelphia, PA, USA",39.98378062,-75.17896662,1
"13506",323188200,"1847 N MARSTON ST",19121,1547.32,102.23,197.6,401.63,2248.78,TRUE,FALSE,3,2021,2019,2022,37800,"MONTGOMERYVLE","PA","house","residential",0,0,529.12,"N",FALSE,"N",FALSE,202206,"1847 N Marston St, Philadelphia, PA, USA",39.98374124,-75.17924182,1
"13507",323190100,"2013 N MARSTON ST",19121,1075.06,73.55,306.61,663.89,2119.11,TRUE,FALSE,6,2021,2016,2022,10700,NA,NA,"house","residential",0,0,149.78,"N",FALSE,"N",FALSE,202206,"2013 N Marston St, Philadelphia, PA, USA",39.98689893,-75.17853278,1
"13508",323202400,"1835 N 28TH ST",19121,231.11,13.87,12.13,220.93,478.04,TRUE,FALSE,2,2021,2015,2022,45600,NA,NA,"house","residential",0,0,638.31,"N",FALSE,"N",FALSE,202206,"1835 N 28th St, Philadelphia, PA, USA",39.98363017,-75.1797603,1
"13509",365206100,"1424 S 17TH ST",19146,0,-0.02,0.02,0.01,0.01,TRUE,FALSE,1,2018,2018,2022,150500,NA,NA,"house","residential",0,0,2106.7,"N",FALSE,"N",FALSE,202206,"1424 S 17th St, Philadelphia, PA, USA",39.93322403,-75.17280074,1
"13510",365209400,"1538 S 17TH ST",19146,100.64,80.14,108.45,285.01,574.24,TRUE,FALSE,3,2021,2019,2022,131800,NA,NA,"house","residential",0,629.91,1215.03,"N",FALSE,"N",FALSE,202206,"1538 S 17th St, Philadelphia, PA, USA",39.9318482,-75.17310239,1
"13511",372161200,"3147 N PERCY ST",19133,1894.01,174.41,1309.72,892.8,4270.94,TRUE,FALSE,9,2018,2010,2022,33400,NA,NA,"house","residential",0,467.53,0,"N",FALSE,"N",FALSE,202206,"3147 N Percy St, Philadelphia, PA, USA",39.99949837,-75.14514525,1
"13512",372166100,"3128 N PERCY ST",19133,2979.69,203.24,716.82,892.95,4792.7,TRUE,FALSE,5,2021,2017,2022,33200,NA,NA,"house","residential",0,0,464.73,"N",FALSE,"N",FALSE,202206,"3128 N Percy St, Philadelphia, PA, USA",39.99933627,-75.14533211,1
"13513",372171200,"3053 N HUTCHINSON ST",19133,119.83,14.75,47.81,118.84,301.23,TRUE,FALSE,2,2019,2018,2022,34000,NA,NA,"house","residential",0,475.93,0,"N",FALSE,"N",FALSE,202206,"3053 N Hutchinson St, Philadelphia, PA, USA",39.99833236,-75.14585245,1
"13514",372173100,"3121 N HUTCHINSON ST",19133,467.85,86.46,301.32,359.03,1214.66,TRUE,FALSE,3,2020,2017,2022,30800,"PHILADELPHIA","PA","house","residential",0,0,431.14,"N",FALSE,"N",FALSE,202206,"3121 N Hutchinson St, Philadelphia, PA, USA",39.99924211,-75.14567045,1
"13515",372173400,"3127 N HUTCHINSON ST",19133,197.77,21.21,87.99,273.43,580.4,TRUE,FALSE,3,2018,2015,2022,30800,NA,NA,"house","residential",0,431.14,0,"N",FALSE,"N",FALSE,202206,"3127 N Hutchinson St, Philadelphia, PA, USA",39.9992875,-75.14566076,1
"13516",261164200,"2322 S 15TH ST",19145,6398.33,413.68,603.89,1550.68,8966.58,TRUE,FALSE,2,2021,2020,2022,212500,NA,NA,"house","residential",0,0,2974.57,"N",FALSE,"N",FALSE,202206,"2322 S 15th St, Philadelphia, PA, USA",39.92180174,-75.17205647,1
"13517",452124000,"1915 CLARENCE ST",19134,1594.06,103.46,153.99,549.09,2400.6,TRUE,FALSE,2,2021,2020,2022,50500,"PHILADELPHIA","PA","house","residential",0,0,706.9,"N",FALSE,"N",FALSE,202206,"1915 Clarence St, Philadelphia, PA, USA",39.99900151,-75.10440176,1
"13518",452124200,"1919 CLARENCE ST",19134,1311.04,103.46,143.38,287.35,1845.23,TRUE,FALSE,2,2021,2020,2022,50500,"CINNAMINSON","NJ","house","residential",0,0,706.9,"N",FALSE,"N",FALSE,202206,"1919 Clarence St, Philadelphia, PA, USA",39.99896612,-75.1043715,1
"13519",452148600,"2082 E VENANGO ST",19134,0,8.92,6.99,207.26,223.17,TRUE,FALSE,2,2019,2018,2022,58400,NA,NA,"house","residential",0,629.91,187.57,"N",FALSE,"N",FALSE,202206,"2082 E Venango St, Philadelphia, PA, USA",39.99745849,-75.10068084,1
"13520",491310800,"4853 N HUTCHINSON ST",19141,426.33,21.32,51.16,4.35,503.16,TRUE,FALSE,1,2020,2020,2022,86200,"ELKINS PARK","PA","house","residential",0,0,1206.63,"N",FALSE,"N",FALSE,202206,"4853 N Hutchinson St, Philadelphia, PA, USA",40.02592739,-75.13959204,1
"13521",241094102,"105 N 35TH ST",19104,23147.16,1671.77,4195.48,3891.43,32905.84,TRUE,FALSE,4,2021,2018,2022,403900,"PHILA","PA","house","residential",0,0,5653.79,"N",FALSE,"N",FALSE,202206,"105 N 35th St, Philadelphia, PA, USA",39.95800147,-75.19231028,1
"13522",241157500,"3201 PEARL ST",19104,2054.91,133.37,198.51,645.45,3032.24,TRUE,FALSE,2,2021,2020,2022,110100,NA,NA,"house","residential",0,629.91,911.27,"N",FALSE,"N",FALSE,202206,"3201 Pearl St, Philadelphia, PA, USA",39.96114736,-75.18818448,1
"13523",241175600,"3841 BARING ST",19104,1825.6,135.53,395.15,871.58,3227.86,TRUE,FALSE,4,2021,2017,2022,31500,NA,NA,"house","residential",70000,0,440.94,"N",FALSE,"N",FALSE,202206,"3841 Baring St, Philadelphia, PA, USA",39.96064374,-75.19956155,1
"13524",362217000,"3213 WHARTON ST",19146,4661.66,311.47,721.8,1385.7,7080.63,TRUE,FALSE,4,2021,2018,2022,92200,"PHILADELPHIA","PA","house","residential",0,0,1290.62,"N",FALSE,"N",FALSE,202206,"3213 Wharton St, Philadelphia, PA, USA",39.93797478,-75.1969205,1
"13525",362217700,"3227 WHARTON ST",19146,1629.09,97.74,114.36,439.31,2280.5,TRUE,FALSE,5,2021,2017,2022,101200,"PHILADELPHIA","PA","house","residential",0,0,1416.6,"N",FALSE,"N",FALSE,202206,"3227 Wharton St, Philadelphia, PA, USA",39.93798886,-75.19703314,1
"13526",372185900,"3037 N 10TH ST",19133,2021.01,135.07,368.7,488.73,3013.51,TRUE,FALSE,3,2021,2018,2022,39700,"BALA CYNWYD","PA","house","residential",0,0,555.72,"N",FALSE,"N",FALSE,202206,"3037 N 10th St, Philadelphia, PA, USA",39.99817113,-75.14647825,1
"13527",372186700,"3053 N 10TH ST",19133,1253.15,81.32,121.06,477.82,1933.35,TRUE,FALSE,2,2021,2020,2022,39700,NA,NA,"house","residential",0,0,555.72,"N",FALSE,"N",FALSE,202206,"3053 N 10th St, Philadelphia, PA, USA",39.99839989,-75.14642568,1
"13528",432179100,"3648 N 13TH ST",19140,1581.44,102.64,152.77,384.88,2221.73,TRUE,FALSE,2,2021,2020,2022,50100,"PHILADELPHIA","PA","house","residential",0,0,701.3,"N",FALSE,"N",FALSE,202206,"3648 N 13th St, Philadelphia, PA, USA",40.00823216,-75.14928304,1
"13529",432197400,"807 W ERIE AVE",19140,2984.22,199.76,450.61,508.88,4143.47,TRUE,FALSE,3,2021,2019,2022,56700,"PHILADELPHIA","PA","house","residential",0,0,793.69,"N",FALSE,"N",FALSE,202206,"807 W Erie Ave, Philadelphia, PA, USA",40.00811719,-75.1419989,1
"13530",491323400,"4902 N HUTCHINSON ST",19141,1478.03,97.12,174.63,476.77,2226.55,TRUE,FALSE,3,2021,2019,2022,84400,NA,NA,"house","residential",0,629.91,551.52,"N",FALSE,"N",FALSE,202206,"4902 N Hutchinson St, Philadelphia, PA, USA",40.02673998,-75.13956444,1
"13531",491325100,"4936 N HUTCHINSON ST",19141,218.57,38.94,40.54,240.61,538.66,TRUE,FALSE,2,2021,2020,2022,83500,"PHILADELPHIA","PA","house","residential",0,0,1168.83,"N",FALSE,"N",FALSE,202206,"4936 N Hutchinson St, Philadelphia, PA, USA",40.02722031,-75.13946173,1
"13532",491338600,"4845 N 10TH ST",19141,6059.88,454.29,1551.9,1075.82,9141.89,TRUE,FALSE,6,2021,2016,2022,73600,NA,NA,"house","residential",0,0,1030.25,"Y",FALSE,"N",FALSE,202206,"4845 N 10th St, Philadelphia, PA, USA",40.02592272,-75.14041369,1
"13533",491340400,"4937 N 10TH ST",19141,742.45,51.97,105.8,190.62,1090.84,TRUE,FALSE,1,2020,2020,2022,93000,NA,NA,"house","residential",0,629.91,671.9,"N",FALSE,"N",FALSE,202206,"4937 N 10th St, Philadelphia, PA, USA",40.02730271,-75.14010915,1
"13534",491343100,"5037 N 10TH ST",19141,3079.79,308.58,808.45,1371.47,5568.29,TRUE,FALSE,8,2021,2014,2022,95700,NA,NA,"house","residential",0,629.91,709.7,"N",FALSE,"N",FALSE,202206,"5037 N 10th St, Philadelphia, PA, USA",40.02879898,-75.13978514,1
"13535",514252100,"5509 UPLAND ST",19143,5857.96,401.3,1889.11,2246.76,10395.13,TRUE,FALSE,8,2021,2014,2022,54400,NA,NA,"house","residential",0,0,761.49,"N",FALSE,"N",FALSE,202206,"5509 Upland St, Philadelphia, PA, USA",39.93679287,-75.22229579,1
